MTH_TEL_BILL,als_m3_id_nbank_tot_mons,als_m12_id_bank_tot_mons,RACE,SINGE_DATE,BIRTHDAY,m1_num,als_lst_id_bank_inteday,als_lst_id_nbank_consnum,m6_num,als_m6_id_nbank_tot_mons,d15_num,TOTAL_PRICE,m6_day,LOAN_AMT,APROV_DURATION,DOWN_PAY,als_fst_id_nbank_inteday,als_m3_id_tot_mons,m12_num,als_m12_id_tot_mons,m12_day,FIRST_REPAY,als_fst_id_bank_inteday,als_m6_id_tot_mons,FLX_PACKAGE,m3_day,m3_num,MONTH_RATE,REPAY_DAY,als_m12_id_nbank_tot_mons,als_lst_id_bank_consnum,MTH_REPAY_AMT,als_m6_id_bank_tot_mons,d7_num,y
1,1,0,0,2,26,8,0,1,12,1,8,4855,712,4055,1.43,800,1,1,12,1,1428,366,0,1,0.65,352,12,1.67,28,1,0,366,0,8,0
1,1,0,0,2,44,8,0,2,66,2,8,9258,330,7358,0.8,1900,169,1,66,2,330,459,0,2,1.05,352,12,1.67,7,2,0,459,0,8,1
1,1,0,0,2,29,8,0,1,12,1,8,2104,712,1804,0.68,300,1,1,12,1,1428,193,0,1,0.23,352,12,1.03,9,1,0,193,0,8,0
0,1,0,0,2,29,8,0,1,22,2,8,2083,520,2083,10.13,0,131,1,22,2,520,188,0,2,0.5,352,12,1.09,28,2,0,188,0,8,0
0,1,1,0,1,25,10,282,1,14,1,10,1529,712,1529,0.65,0,232,1,48.17,3,484,138,293,1,0.5,352,14,1.09,3,2,1,138,0,10,0
0,1,0,1,4,30,8,0,1,12,1,8,1729,712,1529,1.37,200,1,1,12,1,1428,138,0,1,0.5,352,12,1.09,1,1,0,138,0,8,0
1,1,0,0,1,28,8,0,1,12,1,8,2069,712,1869,8.35,200,1,1,12,1,1428,200,0,1,0.23,352,12,1.03,28,1,0,200,0,8,0
1,1,0,0,2,22,8,0,2,20,2,8,2383,500,2383,0.5,0,335,1,46.5,4,382,255,0,2,0.23,352,12,1.03,7,4,0,255,0,8,0
1,1,0,0,2,39,34,0,1,57,2,18,4199,152,4199,9.9,0,112,1,57,2,152,379,0,2,0.89,34,50,1.33,10,2,0,379,0,10,0
1,1,0,1,1,29,8,0,1,12,1,8,2714,712,2714,8.72,0,1,1,12,1,1428,245,0,1,0.65,352,12,1.67,8,1,0,245,0,8,0
1,1,0,0,2,24,10,0,1,14,1,10,4047,712,3047,0.67,1000,1,1,14,1,1428,326,0,1,0.23,352,14,1.03,11,1,0,326,0,10,0
0,1,0,1,2,24,8,0,1,12,1,8,7680,712,4680,0.52,3000,1,1,12,1,1428,553,0,1,0.67,352,12,1.67,1,1,0,553,0,8,0
1,1,0,0,2,21,10,0,2,14,1,10,4191,712,3991,0.7,200,332,1,40.66,3,400,249,0,1,0.72,352,14,1.98,4,3,0,249,0,10,0
0,1,0,0,2,40,8,0,1,12,1,0,3191,712,3191,8.72,0,16,1,12,1,1428,288,0,1,0.5,352,12,1.09,14,1,0,288,0,0,0
1,1,0,1,3,20,8,0,1,12,1,8,3456,712,3156,0.9,300,2,1,12,1,1428,373,0,1,0.67,352,12,1.67,7,1,0,373,0,8,0
0,2,0,0,2,44,8,0,1,28,3,8,1529,256,1529,5.8,0,129,2,28,3,256,138,0,3,0.5,220,20,1.09,5,3,0,138,0,8,0
1,1,0,0,3,27,16,0,1,24,1,8,3644,64,3444,11.53,200,17,1,24,1,64,407,0,1,0.91,64,24,1.98,1,1,0,407,0,8,1
1,1,0,1,2,21,8,0,1,16,2,8,3148,668,3148,0.7,0,168,1,16,2,668,372,0,2,0.67,352,12,1.67,1,2,0,372,0,8,0
0,1,0,0,2,39,8,0,1,12,1,8,2083,712,2083,1.05,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,2,1,0,188,0,8,0
1,1,0,1,2,24,8,0,1,12,1,8,2039,712,2039,1.13,0,1,1,12,1,1428,184,0,1,0.65,352,12,1.67,9,1,0,184,0,8,0
1,1,0,1,4,27,8,0,1,12,1,8,4280,712,4280,0.57,0,1,1,12,1,1428,267,0,1,0.72,352,12,1.98,14,1,0,267,0,8,0
1,1,0,0,3,28,8,0,1,12,1,8,3412,712,3112,0.98,300,1,1,12,1,1428,333,0,1,0.23,352,12,1.03,12,1,0,333,0,8,0
1,1,0,1,2,37,8,0,1,12,1,8,5350,712,3350,0.87,2000,1,1,12,1,1428,209,0,1,1.05,352,12,1.67,8,1,0,209,0,8,0
1,1,0,0,4,37,8,0,1,12,1,8,1939,712,1939,1.77,0,1,1,12,1,1428,175,0,1,0.5,352,12,1.09,1,1,0,175,0,8,0
1,1,0,1,3,30,8,0,1,12,1,8,4643,712,4243,8.08,400,1,1,12,1,1428,383,0,1,0.65,352,12,1.67,12,1,0,383,0,8,1
1,2,2,0,2,43,10,120,2,44.83,2,10,4937,119,4937,8.65,0,223,2,74.83,6,548,363,273,3,0.7,86,33,1.67,10,4,1,363,1,10,1
1,1,0,0,2,23,8,0,1,12,1,8,10142,712,7742,1.18,2400,1,1,12,1,1428,483,0,1,1.05,352,12,1.67,9,1,0,483,0,8,0
0,1,0,0,4,42,8,0,1,12,1,8,2083,712,2083,0.82,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,7,1,0,188,0,8,0
0,1,0,1,4,24,8,0,1,12,1,8,1529,712,1529,0.8,0,1,1,12,1,1428,138,0,1,0.5,352,12,1.09,14,1,0,138,0,8,0
1,1,0,1,3,20,8,0,1,12,1,8,4232,712,4232,11.18,0,1,1,12,1,1428,264,0,1,1.05,352,12,1.67,13,1,0,264,0,8,0
1,1,0,1,2,20,10,0,1,14,1,10,3046,712,3046,1.12,0,1,1,14,1,1428,190,0,1,0.72,352,14,1.98,4,1,0,190,0,10,0
1,1,0,0,2,40,16,0,2,40,2,16,7820,260,6620,1.12,1200,131,1,40,2,260,413,0,2,1.05,352,24,1.67,9,2,0,413,0,16,0
0,1,0,0,3,25,8,0,1,12,1,8,1795,712,1795,1.05,0,1,1,12,1,1428,162,0,1,0.5,352,12,1.09,14,1,0,162,0,8,0
0,2,0,0,2,27,16,0,1,31,2,16,2446,84,1946,1.15,500,43,2,31,2,84,230,0,2,0.67,84,31,1.67,8,2,0,230,0,16,0
1,1,0,1,3,36,8,0,1,12,1,8,4989,712,3989,1,1000,1,1,12,1,1428,360,0,1,0.65,352,12,1.67,12,1,0,360,0,8,0
1,1,0,0,2,35,8,0,1,12,1,8,3346,712,2346,0.82,1000,1,1,12,1,1428,251,0,1,0.23,352,12,1.03,5,1,0,251,0,8,0
1,1,0,0,2,54,10,0,1,14,1,10,1529,712,1529,1.05,0,1,1,14,1,1428,138,0,1,0.5,352,14,1.09,4,1,0,138,0,10,0
1,1,1,0,2,31,8,350,1,12,1,8,3520,712,3520,0.73,0,321,1,28,3,989,416,350,1,0.67,352,12,1.67,12,2,1,416,0,8,0
1,1,0,0,2,44,8,0,1,12,1,8,4376,712,4376,0.82,0,1,1,12,1,1428,273,0,1,1.05,352,12,1.67,1,1,0,273,0,8,0
0,1,3,0,4,36,10,73,1,28,1,10,2083,180,2083,7.35,0,1,2,36,4,362,188,254,3,0.89,144,22,1.33,4,1,1,188,2,10,0
1,1,0,1,2,42,10,0,1,14,1,10,2016,712,2016,0.9,0,1,1,14,1,1428,182,0,1,0.81,352,14,1.98,11,1,0,182,0,10,0
1,1,0,0,1,24,8,0,1,12,1,8,8103,712,6203,1.13,1900,1,1,12,1,1428,387,0,1,1.05,352,12,1.67,2,1,0,387,0,8,0
1,1,0,0,2,30,20,0,2,28,1,20,5474,712,5274,9.57,200,1,1,28,1,1428,476,0,1,0.65,352,28,1.67,3,1,0,476,0,20,1
1,1,0,1,3,51,8,0,1,12,1,8,1792,712,1692,8.42,100,1,1,12,1,1428,200,0,1,0.64,352,12,1.33,28,1,0,200,0,8,0
0,1,0,0,4,49,10,0,1,14,1,10,1529,712,1529,0.68,0,243,1,22,2,968,138,0,1,0.65,352,14,1.67,4,2,0,138,0,10,0
0,1,0,0,1,44,10,0,1,14,1,10,2083,712,2083,0.72,0,1,1,14,1,1428,188,0,1,0.5,352,14,1.09,3,1,0,188,0,10,0
1,1,0,0,4,49,10,0,1,14,1,10,1529,712,1529,0.7,0,262,1,22,2,1044,138,0,1,0.5,352,14,1.09,10,2,0,138,0,10,0
1,1,0,0,2,28,8,0,1,12,1,8,10261,712,7261,1.23,3000,334,1,20,2,1332,453,0,1,1.05,352,12,1.67,5,2,0,453,0,8,0
1,2,0,0,2,45,8,0,1,33,2,8,4835,90,3935,0.63,900,345,2,68.8,5,284,465,0,2,0.67,90,33,1.67,5,5,0,465,0,8,1
1,0,1,0,2,28,0,222,1,24,1,0,2083,712,2083,10.27,0,251,0,64.33,3,84,188,222,1,0.89,352,0,1.33,5,3,1,188,0,0,0
1,1,0,1,1,20,10,0,1,14,1,10,4093,712,3093,0.6,1000,1,1,14,1,1428,331,0,1,0.23,352,14,1.03,10,1,0,331,0,10,0
1,1,0,1,2,24,8,0,1,12,1,8,3977,712,3977,10.77,0,1,1,12,1,1428,359,0,1,0.65,352,12,1.67,12,1,0,359,0,8,0
0,1,0,0,2,36,8,0,1,12,1,8,2083,712,2083,0.58,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,14,1,0,188,0,8,0
1,1,0,0,2,43,8,0,1,12,1,8,3568,712,3568,8.5,0,1,1,12,1,1428,322,0,1,0.65,352,12,1.67,5,1,0,322,0,8,0
0,1,0,1,2,51,8,0,1,12,1,8,2083,712,2083,0.75,0,1,1,12,1,1428,188,0,1,0.65,352,12,1.67,7,1,0,188,0,8,0
1,1,0,0,2,23,16,0,1,24,1,8,8140,104,6460,1.17,1680,27,1,24,1,104,403,0,1,0.72,104,24,1.98,28,1,0,403,0,8,0
1,1,0,0,2,44,8,0,1,12,1,8,2083,712,2083,1.17,0,1,1,12,1,1428,188,0,1,0.89,352,12,1.33,12,1,0,188,0,8,0
0,1,0,0,2,33,8,0,1,12,1,8,2083,712,2083,1.3,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,13,1,0,188,0,8,0
1,1,0,0,3,45,8,0,1,12,1,8,2938,712,1938,1.13,1000,1,1,12,1,1428,229,0,1,0.67,352,12,1.67,8,1,0,229,0,8,0
1,2,0,1,3,26,16,0,2,88.5,4,16,4804,122,4504,10.02,300,355,2,237.42,7,334,281,0,4,1.05,122,42,1.67,9,7,0,281,0,16,1
1,1,0,0,2,20,8,0,1,12,1,8,3847,712,2547,0.7,1300,1,1,12,1,1428,301,0,1,0.67,352,12,1.67,1,1,0,301,0,8,0
0,2,0,0,2,20,8,0,1,20,2,8,2121,220,2121,0.73,0,56,2,20,2,220,227,0,2,0.23,220,20,1.03,14,2,0,227,0,8,0
1,1,0,0,2,27,8,0,1,12,1,8,2215,712,2215,0.52,0,1,1,12,1,1428,237,0,1,0.23,352,12,1.03,7,1,0,237,0,8,0
0,1,0,0,2,28,16,0,2,24,1,16,4510,712,3510,1.42,1000,1,1,24,1,1428,219,0,1,1.05,352,24,1.67,5,1,0,219,0,16,0
1,1,0,1,2,22,20,0,2,28,1,20,8761,712,7261,0.55,1500,1,1,28,1,1428,453,0,1,0.8,352,28,1.33,4,1,0,453,0,20,0
1,1,0,0,2,24,8,0,1,12,1,8,4841,712,4841,0.52,0,1,1,12,1,1428,302,0,1,1.05,352,12,1.67,12,1,0,302,0,8,0
0,1,0,0,2,29,8,0,1,12,1,8,5718,712,5218,1.75,500,1,1,12,1,1428,253,0,1,0.84,352,12,1.33,1,1,0,253,0,8,0
0,0,0,1,1,19,0,0,0,0,0,0,3944,712,3944,0.87,0,0,0,0,0,1428,356,0,0,0.65,352,0,1.67,28,0,0,356,0,0,0
0,1,0,0,2,29,10,0,1,14,1,10,5937,712,4937,1.25,1000,1,1,14,1,1428,308,0,1,1.05,352,14,1.67,3,1,0,308,0,10,0
0,2,0,0,2,24,8,0,1,42.66,3,8,5723,196,5723,1.75,0,291,2,47.5,4,268,357,0,3,0.72,152,33,1.98,28,4,0,357,0,8,1
1,2,0,0,2,31,8,0,1,22,2,8,2321,204,2121,9.78,200,52,2,22,2,204,227,0,2,0.23,204,22,1.03,13,2,0,227,0,8,0
0,3,0,0,2,23,60,0,1,198.34,6,26,3470,56,3470,0.57,0,323,3,235.12,9,184,410,0,6,0.64,56,138.34,1.33,5,9,0,410,0,16,0
0,1,0,0,2,26,18,0,1,26,1,8,4280,72,4280,10.13,0,290,1,29,2,578,267,0,1,0.72,72,26,1.98,14,2,0,267,0,8,0
1,1,0,0,2,34,10,0,1,14,1,10,4126,712,3126,0.63,1000,194,1,22,2,772,195,0,1,0.72,352,14,1.98,10,2,0,195,0,10,0
1,1,0,1,3,20,8,0,1,12,1,8,3536,712,2836,11.57,700,1,1,12,1,1428,256,0,1,0.65,352,12,1.67,28,1,0,256,0,8,0
0,2,0,1,2,28,16,0,1,31,2,16,5141,158,4841,0.75,300,349,2,34.66,3,538,302,0,2,1.05,158,31,1.67,28,3,0,302,0,16,1
1,1,0,1,2,23,10,0,1,24,2,10,2529,504,2429,10.12,100,127,1,24,2,504,287,0,2,0.67,352,14,1.67,11,2,0,287,0,10,0
1,1,0,0,2,41,8,0,2,31,2,8,4536,310,4536,0.88,0,306,1,47,4,310,283,0,2,1.05,352,12,1.67,1,4,0,283,0,8,1
0,1,2,0,2,23,8,54,1,31,2,8,3449,579,3149,1.23,300,165,2,31,4,579,337,124,4,0.23,106,20,1.03,12,2,1,337,2,8,0
1,1,0,0,2,27,56,0,1,92,3,56,4519,174,4221,0.78,298,335,1,148.4,5,254,381,0,3,0.65,16,84,1.67,14,5,0,381,0,32,0
1,1,0,1,2,35,10,0,1,14,1,10,1629,712,1529,1.42,100,1,1,14,1,1428,138,0,1,0.65,352,14,1.67,3,1,0,138,0,10,0
1,1,0,0,2,30,10,0,1,14,1,10,2897,712,2897,10.75,0,1,1,14,1,1428,310,0,1,0.23,352,14,1.03,10,1,0,310,0,10,0
0,2,2,1,2,27,8,188,1,28,3,8,4280,216,4280,0.65,0,234,2,106.7,5,237,267,234,3,0.72,168,20,1.98,1,4,1,267,0,8,0
1,1,0,0,2,32,8,0,1,12,1,8,2083,712,2083,1,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,1,1,0,188,0,8,0
1,0,0,0,3,19,0,0,0,0,0,0,3901,712,3601,7.58,300,0,0,0,0,1428,325,0,0,0.65,352,0,1.67,28,0,0,325,0,0,0
0,2,0,0,2,37,8,0,1,20,2,8,1529,200,1529,1,0,51,2,20,2,200,138,0,2,0.65,200,20,1.67,28,2,0,138,0,8,0
1,1,0,0,3,23,8,0,1,12,1,8,1507,712,1507,0.7,0,1,1,12,1,1428,136,0,1,0.89,352,12,1.33,28,1,0,136,0,8,0
1,1,0,0,4,44,8,0,1,12,1,8,1939,712,1939,1.45,0,1,1,12,1,1428,175,0,1,0.5,352,12,1.09,1,1,0,175,0,8,0
0,1,0,0,4,53,10,0,1,14,1,10,2160,712,2160,0.67,0,1,1,14,1,1428,195,0,1,0.5,352,14,1.09,3,1,0,195,0,10,0
1,1,0,0,2,22,24,0,3,36,1,24,3552,712,3252,0.67,300,1,1,36,1,1428,348,0,1,0.23,352,36,1.03,9,1,0,348,0,24,0
0,1,0,0,2,35,8,0,1,12,1,8,2083,712,2083,8.2,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,14,1,0,188,0,8,0
0,1,1,0,2,27,8,112,1,20,1,8,1529,222,1529,1.08,0,1,1,20,2,222,138,112,2,0.65,352,12,1.67,28,1,1,138,1,8,0
1,1,0,1,2,43,8,0,1,12,1,8,3520,712,3520,0.95,0,1,1,12,1,1428,416,0,1,0.67,352,12,1.67,28,1,0,416,0,8,0
0,1,2,0,2,34,8,262,1,12,1,8,2083,712,2083,5.93,0,313,1,34,4,1083,188,345,1,0.5,352,12,1.09,9,2,1,188,0,8,0
0,1,1,1,2,22,10,188,1,14,1,10,2192,712,2192,1.52,0,1,1,24,2,374,259,188,1,0.67,352,14,1.67,4,1,1,259,0,10,0
1,1,0,0,2,31,10,0,1,14,1,10,1529,712,1529,1.23,0,1,1,14,1,1428,138,0,1,0.65,352,14,1.67,3,1,0,138,0,10,0
0,1,2,0,2,20,14,24,1,24.5,1,8,6610,77,5610,12.93,1000,1,2,24.5,2,77,350,42,2,1.05,77,24.5,1.67,7,1,1,350,2,8,0
1,1,0,1,2,34,70,0,1,100,2,70,4354,274,4354,1.43,0,138,1,100,2,274,393,0,2,0.65,352,98,1.67,11,2,0,393,0,70,0
0,1,0,0,2,31,8,0,1,12,1,8,2083,712,2083,0.88,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,12,1,0,188,0,8,0
0,1,0,0,3,42,8,0,1,12,1,8,2734,712,2234,1,500,260,1,20,2,1036,239,0,1,0.23,352,12,1.03,14,2,0,239,0,8,0
0,1,0,0,2,26,10,0,1,14,1,10,1529,712,1529,1.1,0,1,1,14,1,1428,138,0,1,0.65,352,14,1.67,3,1,0,138,0,10,0
1,1,0,0,2,30,10,0,1,14,1,10,4111,712,3112,0.67,999,1,1,14,1,1428,333,0,1,0.23,352,14,1.03,4,1,0,333,0,10,0
1,1,0,0,3,23,10,0,1,14,1,10,3456,712,3156,1.4,300,1,1,14,1,1428,373,0,1,0.67,352,14,1.67,3,1,0,373,0,10,0
1,1,0,0,2,35,10,0,1,14,1,10,2866,712,2666,6.52,200,221,1,22,2,880,315,0,1,0.67,352,14,1.67,11,2,0,315,0,10,0
0,1,0,0,4,36,8,0,1,12,1,8,2083,712,2083,1.28,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,2,1,0,188,0,8,0
1,1,0,0,2,20,8,0,1,12,1,8,2583,712,2083,0.9,500,1,1,12,1,1428,188,0,1,0.65,352,12,1.67,2,1,0,188,0,8,0
0,1,0,0,2,46,10,0,1,14,1,10,5441,712,5141,0.8,300,1,1,14,1,1428,464,0,1,0.65,352,14,1.67,3,1,0,464,0,10,0
1,2,0,0,2,31,8,0,1,20,2,8,6260,132,5960,1.67,300,214,2,48.5,4,302,289,0,2,1.38,132,20,1.67,28,4,0,289,0,8,1
1,1,0,0,2,25,8,0,1,12,1,8,8867,712,4967,0.73,3900,1,1,12,1,1428,587,0,1,0.67,352,12,1.67,9,1,0,587,0,8,0
1,1,0,0,2,25,8,0,1,12,1,8,4181,712,2981,0.92,1200,2,1,12,1,1428,319,0,1,0.23,352,12,1.03,5,1,0,319,0,8,0
1,1,0,0,2,24,16,0,1,24,1,16,2829,712,2429,6.62,400,331,1,40.66,3,652,287,0,1,0.91,352,24,1.98,9,3,0,287,0,16,0
1,1,3,0,2,26,10,97,1,76.17,3,10,4436,235,4136,1.45,300,330,1,166.55,9,303,258,215,4,0.72,352,14,1.98,4,8,1,258,2,10,1
1,1,0,0,2,23,10,0,1,14,1,10,4444,712,3944,12.08,500,1,1,14,1,1428,356,0,1,0.65,352,14,1.67,10,1,0,356,0,10,1
0,1,0,0,4,29,8,0,1,12,1,8,1529,712,1529,1.2,0,1,1,12,1,1428,138,0,1,0.65,352,12,1.67,2,1,0,138,0,8,0
0,2,0,0,2,21,10,0,1,24,2,10,1140,336,1140,0.93,0,291,2,34,3,580,122,0,2,0.23,336,24,1.03,3,3,0,122,0,10,0
0,1,0,0,2,22,10,0,1,14,1,10,4499,712,4199,1.13,300,1,1,14,1,1428,379,0,1,0.81,352,14,1.98,4,1,0,379,0,10,0
0,1,0,0,2,21,8,0,1,12,1,8,2083,712,2083,0.9,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,28,1,0,188,0,8,0
0,2,3,0,2,22,16,68,1,355.9,5,8,4820,169,4520,0.53,300,335,2,405.93,9,347,282,265,5,1.05,161,62,1.67,13,8,1,282,2,8,0
0,1,0,0,2,27,34,0,2,50,1,34,5205,4,4905,0.7,300,340,1,80,4,432,306,0,1,0.72,4,50,1.98,5,4,0,306,0,34,1
0,1,0,1,1,22,8,0,1,12,1,8,8749,712,6049,1.12,2700,1,1,12,1,1428,546,0,1,0.89,352,12,1.33,1,1,0,546,0,8,0
1,1,0,0,2,27,8,0,1,12,1,8,3794,712,1794,1.12,2000,285,1,22,2,1136,192,0,1,0.23,352,12,1.03,7,2,0,192,0,8,0
1,1,0,1,2,44,8,0,1,12,1,8,8360,712,6380,1.32,1980,1,1,12,1,1428,398,0,1,1.05,352,12,1.67,5,1,0,398,0,8,0
1,1,0,0,2,20,8,0,1,12,1,8,2304,712,1804,0.9,500,1,1,12,1,1428,193,0,1,0.23,352,12,1.03,2,1,0,193,0,8,0
1,1,0,0,3,20,16,0,1,24,1,8,2121,76,2121,2.13,0,20,1,24,1,76,227,0,1,0.23,76,24,1.03,5,1,0,227,0,8,0
1,1,0,0,4,31,8,0,1,12,1,8,2883,712,2383,0.83,500,1,1,12,1,1428,255,0,1,0.23,352,12,1.03,8,1,0,255,0,8,0
1,3,1,1,3,30,8,124,5,81.17,6,8,3456,92,3156,1.65,300,358,3,221.73,11,102,373,124,6,0.67,158,28,1.67,12,11,1,373,1,8,1
0,0,0,1,2,24,0,0,1,0,0,0,2883,712,2083,1.32,800,214,0,14,1,1428,188,0,0,0.5,352,0,1.09,7,1,0,188,0,0,0
0,1,0,0,4,33,8,0,1,12,1,8,2083,712,2083,1.17,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,2,1,0,188,0,8,0
0,1,0,0,4,21,8,0,1,12,1,8,1618,712,1618,10.1,0,1,1,12,1,1428,146,0,1,0.5,352,12,1.09,28,1,0,146,0,8,0
1,1,0,0,3,38,8,0,1,12,1,8,5112,712,3112,0.75,2000,1,1,12,1,1428,333,0,1,0.23,352,12,1.03,6,1,0,333,0,8,0
1,1,0,0,2,32,8,0,3,42,2,8,1939,254,1939,7.82,0,128,1,42,2,254,175,0,2,0.5,352,12,1.09,28,2,0,175,0,8,0
1,1,0,1,2,28,20,0,1,100.66,3,20,5441,274,5141,1,300,235,1,123.6,5,274,464,0,3,0.65,352,28,1.67,4,5,0,464,0,20,1
1,1,0,0,2,44,10,0,1,14,1,10,2723,712,1523,1.18,1200,1,1,14,1,1428,163,0,1,0.23,352,14,1.03,4,1,0,163,0,10,0
0,1,0,0,3,28,8,0,1,12,1,8,2093,712,2083,1.77,10,331,1,20,2,1320,188,0,1,0.5,352,12,1.09,6,2,0,188,0,8,0
0,1,0,0,2,27,8,0,1,31,2,8,3456,284,3156,0.63,300,143,1,31,2,284,373,0,2,0.67,352,12,1.67,1,2,0,373,0,8,0
0,1,0,1,4,35,8,0,1,12,1,8,1829,712,1529,1.53,300,1,1,12,1,1428,138,0,1,0.5,352,12,1.09,5,1,0,138,0,8,0
0,1,0,1,2,22,8,0,1,12,1,8,2083,712,2083,9.9,0,1,1,12,1,1428,188,0,1,0.89,352,12,1.33,14,1,0,188,0,8,0
1,1,0,0,2,40,8,0,1,22,2,8,6931,604,5931,0.68,1000,152,1,22,2,604,370,0,2,1.05,352,12,1.67,7,2,0,370,0,8,0
0,1,1,0,4,33,8,260,1,12,1,8,2597,712,2597,1.13,0,1,1,20,2,518,162,260,1,1.05,352,12,1.67,13,1,1,162,0,8,0
1,1,0,0,2,36,8,0,1,12,1,8,4084,712,3884,1.28,200,1,1,12,1,1428,459,0,1,0.67,352,12,1.67,1,1,0,459,0,8,0
1,2,1,1,2,20,10,36,1,40,3,10,4232,195,4232,12.03,0,116,3,40,4,195,264,36,4,1.05,258,33,1.67,10,3,1,264,1,10,1
1,2,0,0,3,22,24,0,1,86,5,24,2215,122,2215,7.53,0,335,2,95.66,6,342,237,0,5,0.23,122,51,1.03,8,6,0,237,0,24,0
1,1,0,0,3,28,20,0,2,28,1,20,3712,712,3712,1.22,0,1,1,28,1,1428,335,0,1,0.81,352,28,1.98,3,1,0,335,0,20,0
0,1,0,0,2,31,10,0,1,14,1,10,1529,712,1529,0.85,0,1,1,14,1,1428,138,0,1,0.65,352,14,1.67,3,1,0,138,0,10,0
0,1,0,1,3,26,8,0,1,12,1,8,4736,712,4536,7.4,200,1,1,12,1,1428,283,0,1,1.05,352,12,1.67,1,1,0,283,0,8,0
1,1,0,0,2,32,8,0,1,20,2,8,3520,612,3520,8.78,0,154,1,20,2,612,416,0,2,0.67,352,12,1.67,6,2,0,416,0,8,0
0,1,0,1,3,28,10,0,1,14,1,10,5202,712,4702,0.83,500,1,1,14,1,1428,228,0,1,1.38,352,14,1.67,10,1,0,228,0,10,0
0,0,0,0,3,34,0,0,1,0,0,0,5530,712,4730,9.05,800,320,0,31,2,154,559,0,0,0.67,352,0,1.67,11,2,0,559,0,0,1
1,1,0,1,3,28,10,0,1,14,1,10,2156,712,1956,1.08,200,1,1,14,1,1428,122,0,1,0.72,352,14,1.98,4,1,0,122,0,10,0
1,1,0,1,2,32,8,0,1,12,1,8,3412,712,3112,0.88,300,1,1,12,1,1428,333,0,1,0.23,352,12,1.03,8,1,0,333,0,8,0
1,1,0,0,2,44,10,0,1,14,1,10,4520,712,4520,0.63,0,1,1,14,1,1428,282,0,1,1.05,352,14,1.67,11,1,0,282,0,10,0
1,1,0,0,2,41,10,0,1,18,2,10,1869,516,1869,0.8,0,130,1,18,2,516,200,0,2,0.23,352,14,1.03,3,2,0,200,0,10,0
1,1,0,0,2,20,10,0,1,14,1,10,5578,712,5578,1.15,0,1,1,14,1,1428,348,0,1,1.05,352,14,1.67,4,1,0,348,0,10,0
0,1,1,0,2,50,18,20,1,26,1,8,6017,38,5017,1.37,1000,1,1,26,1,38,313,20,1,1.05,38,26,1.67,1,1,1,313,1,8,0
0,3,0,0,2,26,8,0,1,58.8,5,8,7141,112,4841,0.7,2300,263,3,66.66,6,184,302,0,5,1.05,112,38.66,1.67,8,6,0,302,0,8,0
1,1,0,0,3,21,10,0,1,14,1,10,4012,712,3712,0.68,300,1,1,14,1,1428,335,0,1,0.81,352,14,1.98,10,1,0,335,0,10,0
1,1,0,0,2,32,10,0,1,24,2,10,6794,700,5094,0.65,1700,176,1,24,2,700,602,0,2,0.67,352,14,1.67,3,2,0,602,0,10,0
1,1,0,1,2,22,8,0,1,12,1,8,4677,712,4277,12.88,400,217,1,44,2,428,386,0,1,0.81,352,12,1.98,2,2,0,386,0,8,1
0,1,0,0,1,24,8,0,1,20,2,8,3337,452,3191,7.52,146,282,1,42.5,4,306,288,0,2,0.89,352,12,1.33,28,4,0,288,0,8,0
0,1,0,0,3,47,10,0,1,14,1,10,3270,712,3270,1.02,0,1,1,14,1,1428,204,0,1,0.72,352,14,1.98,3,1,0,204,0,10,0
1,1,3,0,2,50,8,63,1,30,2,8,9258,375,7358,0.9,1900,240,2,76.5,6,475,459,325,3,1.05,124,22,1.67,8,3,1,459,1,8,1
1,1,0,0,2,26,10,0,1,14,1,10,2094,712,2094,0.8,0,1,1,14,1,1428,189,0,1,0.5,352,14,1.09,11,1,0,189,0,10,0
1,0,0,0,2,19,0,0,0,0,0,0,4232,712,4232,0.87,0,0,0,0,0,1428,264,0,0,1.05,352,0,1.67,14,0,0,264,0,0,1
0,1,0,0,2,34,8,0,1,12,1,8,3687,712,3687,0.75,0,299,1,20,2,1192,230,0,1,0.8,352,12,1.33,5,2,0,230,0,8,0
1,1,0,0,3,27,8,0,1,12,1,8,2083,712,2083,1.27,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,28,1,0,188,0,8,0
1,1,0,1,2,33,8,0,1,12,1,8,9005,712,7005,0.87,2000,307,1,20,2,1224,437,0,1,0.72,352,12,1.98,14,2,0,437,0,8,0
1,0,0,0,3,19,0,0,0,0,0,0,4020,712,3520,0.9,500,0,0,0,0,1428,416,0,0,0.67,352,0,1.67,3,0,0,416,0,0,0
